2012,1,9,16,1,367,210,157,96,63,37,35,50,24,16,5,6,1,12,3,28,49,124,207,238,64.9,11,9,55,3,0
2012,1,16,9,0,388,224,164,107,79,43,40,60,16,24,14,12,4,30,9,71,23,155,232,282,72.7,16,9,46,5,1
2012,1,14,3,1,320,178,142,58,65,38,32,46,22,20,12,8,1,21,6,45,42,136,180,230,71.9,6,10,46,8,0
2012,1,3,14,0,375,219,156,103,64,26,39,54,20,22,18,14,3,35,11,63,31,151,227,275,73.3,13,18,70,11,1
2012,1,10,4,1,369,206,163,88,75,42,37,40,16,22,20,15,2,37,14,57,35,143,227,284,77,10,13,57,9,1
2012,1,4,10,0,320,197,123,76,68,31,40,37,23,16,16,17,2,35,11,58,36,152,168,232,72.5,16,14,30,12,0
2012,1,11,2,1,298,198,100,65,66,38,34,46,24,19,11,10,2,23,5,48,34,152,136,200,67.1,15,5,40,8,0
2012,1,2,11,0,385,226,159,107,76,42,46,48,19,24,17,14,3,34,10,56,33,150,240,288,74.8,16,15,78,7,1
2012,1,8,1,1,362,190,172,83,48,21,34,47,16,15,10,4,4,18,9,43,41,135,226,258,71.3,10,9,60,10,0
2012,1,1,8,0,406,252,154,109,73,42,39,47,15,16,19,19,4,42,15,73,28,152,249,302,74.4,10,16,42,1,1
2012,1,6,7,1,364,198,166,76,75,43,39,48,27,23,16,7,2,25,10,41,30,167,202,257,70.6,18,7,50,5,1
2012,1,7,6,0,327,201,126,74,82,32,38,50,23,27,15,8,3,26,11,54,23,149,172,220,67.3,10,14,62,5,0
2012,1,12,5,1,338,184,154,80,53,30,26,47,26,17,15,8,4,27,11,54,43,130,202,251,74.3,16,14,52,14,0
2012,1,5,12,0,350,222,128,105,46,44,40,56,17,26,14,17,3,34,10,67,35,152,200,244,69.7,22,19,45,8,1
2012,1,18,17,1,384,204,180,81,52,31,45,39,12,19,12,11,4,27,7,54,38,154,236,271,70.6,13,10,52,9,0
2012,1,17,18,0,352,206,146,88,64,45,36,26,19,12,21,6,4,31,9,61,36,145,203,270,76.7,19,12,44,17,1
2012,1,13,15,1,332,192,140,75,70,40,44,49,32,21,13,10,1,24,8,50,27,152,179,225,67.8,16,9,37,12,1
2012,1,15,13,0,338,225,113,114,71,40,29,54,21,32,13,6,1,20,11,42,34,127,205,244,72.2,11,9,46,20,0
2012,2,2,3,1,308,176,132,58,63,35,37,60,16,20,9,6,3,18,5,41,40,137,172,214,69.5,7,6,58,0,0
2012,2,3,2,0,392,239,153,104,65,51,47,37,20,16,23,12,4,39,15,67,29,165,224,288,73.5,16,19,59,16,1
2012,2,5,13,1,332,220,112,102,80,53,33,51,24,23,16,13,2,31,14,63,28,138,197,246,74.1,17,14,48,5,1
