2015,1,3,14,1,325,196,129,84,57,34,38,45,20,20,11,9,3,23,9,46,34,127,199,233,71.7,7,11,42,10,0
2015,1,14,3,0,355,200,155,91,51,39,27,43,20,20,15,13,2,30,10,54,32,121,227,273,76.9,13,12,39,29,1
2015,1,11,8,1,347,221,126,98,66,34,34,41,21,16,17,12,1,30,10,52,31,150,198,246,70.9,16,11,37,3,1
2015,1,8,11,0,301,197,104,80,53,45,43,50,16,21,13,8,3,24,7,47,32,136,165,203,67.4,11,16,45,6,0
2015,1,16,5,1,374,204,170,50,71,66,53,57,24,25,10,9,3,22,7,60,32,176,192,248,66.3,6,5,52,2,1
2015,1,5,16,0,339,217,122,60,77,48,57,56,25,24,9,6,0,15,6,44,45,150,171,226,66.7,2,2,50,3,0
2015,1,2,4,1,364,215,149,87,68,47,44,54,21,17,11,6,2,19,8,49,42,152,211,246,67.6,8,9,51,1,0
2015,1,4,2,0,346,197,149,52,77,36,43,54,17,21,12,11,3,26,10,60,33,165,179,231,66.8,12,17,53,2,1
2015,1,18,17,1,372,208,164,79,94,36,49,42,20,19,14,9,4,27,3,58,26,156,214,275,73.9,5,10,40,14,1
2015,1,17,18,0,380,188,192,88,76,47,33,45,19,20,14,3,0,17,12,40,41,137,236,278,73.2,7,10,42,13,0
2015,1,15,9,1,332,199,133,96,49,29,37,51,20,25,11,7,5,23,8,52,36,128,214,245,73.8,13,11,41,10,0
2015,1,9,15,0,353,187,166,92,42,43,34,46,25,20,12,13,2,27,8,52,40,122,232,268,75.9,13,10,51,12,1
2015,1,1,12,1,366,241,125,114,57,32,40,50,16,17,21,9,5,35,16,63,35,142,224,272,74.3,13,22,43,19,1
2015,1,12,1,0,316,172,144,72,50,41,27,48,17,16,9,6,3,18,6,47,33,115,190,224,70.9,9,6,30,14,0
2015,1,6,13,1,366,200,166,73,41,51,41,44,27,20,11,6,3,20,7,58,31,138,230,269,73.5,9,5,39,6,1
2015,1,13,6,0,390,224,166,128,73,25,30,53,20,27,10,6,2,18,7,42,44,112,284,308,79,6,10,45,11,0
2015,1,10,7,1,367,236,131,124,59,39,33,39,18,21,17,15,6,38,11,60,32,144,226,281,76.6,23,17,42,16,1
2015,1,7,10,0,345,190,155,99,56,26,25,41,21,18,8,9,4,21,6,42,36,114,234,256,74.2,9,13,47,5,0
2015,2,17,3,1,356,204,152,87,69,59,47,34,19,13,20,11,0,31,16,49,20,139,219,271,76.1,9,11,48,15,1
2015,2,3,17,0,320,192,128,102,58,27,29,42,13,19,9,8,0,17,7,35,27,118,207,235,73.4,14,10,55,15,0
2015,2,14,18,1,403,224,179,113,51,36,34,51,30,13,9,10,2,21,7,54,33,143,260,300,74.4,14,17,28,13,0
2015,2,18,14,0,326,195,131,83,73,41,32,58,13,30,12,10,3,25,10,48,38,125,202,240,73.6,9,7,46,12,1
2015,2,9,11,1,356,201,155,82,78,43,50,47,28,18,15,7,4,26,11,62,24,137,220,268,75.3,9,11,31,19,1
2015,2,11,9,0,305,183,122,78,61,38,36,49,18,28,8,7,1,16,2,34,41,127,173,224,73.4,14,6,27,4,0
2015,2,4,1,1,352,189,163,61,64,40,29,54,17,18,9,8,1,18,6,44,43,155,190,243,69,11,12,55,7,0
2015,2,1,4,0,426,258,168,126,68,38,45,45,18,17,12,13,5,30,11,58,32,147,272,303,71.1,7,17,41,4,1
2015,2,8,15,1,358,181,177,52,53,39,52,52,19,17,10,15,1,26,8,50,35,148,206,258,72.1,8,7,60,13,0
2015,2,15,8,0,384,225,159,105,66,53,34,36,17,19,16,7,1,24,11,54,35,140,243,288,75,11,15,42,3,1
2015,2,13,16,1,438,223,215,104,52,30,36,47,21,14,6,6,2,14,4,62,36,135,297,314,71.7,6,9,52,5,0
2015,2,16,13,0,417,215,202,88,76,57,45,61,14,21,14,7,1,22,9,52,51,146,277,311,74.6,7,5,50,2,1
2015,2,7,6,1,321,159,162,76,72,32,31,59,15,26,9,5,1,15,7,41,36,129,193,227,70.7,11,8,40,7,0
