2013,1,1,5,1,310,187,123,63,47,44,33,48,24,26,11,11,5,27,7,48,44,155,145,202,65.2,15,8,45,4,0
2013,1,5,1,0,344,224,120,82,73,37,44,44,26,24,18,8,1,27,8,62,32,145,195,250,72.7,10,7,42,11,1
2013,1,6,17,1,335,206,129,87,74,35,36,44,20,25,16,11,1,28,8,61,23,152,188,225,67.2,10,11,52,8,1
2013,1,17,6,0,289,179,110,58,83,47,43,46,25,20,11,10,4,25,5,38,40,153,139,184,63.7,16,8,51,11,0
2013,1,3,14,1,347,198,149,67,49,34,33,49,18,20,14,14,3,31,9,58,33,155,194,246,70.9,12,16,55,7,0
2013,1,14,3,0,342,212,130,69,40,37,41,42,20,18,14,16,6,36,8,60,35,158,183,239,69.9,14,8,44,13,1
2013,1,18,2,1,380,245,135,116,71,39,42,43,25,26,19,9,4,32,13,55,35,146,239,290,76.3,11,13,58,6,1
2013,1,2,18,0,304,168,136,54,73,34,34,50,26,25,7,14,3,24,5,47,33,136,165,203,66.8,7,11,50,10,0
2013,1,9,16,1,346,207,139,81,53,36,44,48,22,25,11,9,1,21,5,50,28,156,189,231,66.8,6,5,39,5,0
2013,1,16,9,0,361,207,154,70,69,49,42,51,25,22,16,8,2,26,8,48,36,176,187,246,68.1,17,8,51,7,1
2013,1,8,15,1,335,202,133,73,54,32,40,57,15,23,13,11,1,25,9,50,45,145,179,232,69.3,11,6,67,9,1
2013,1,15,8,0,355,226,129,98,49,40,30,46,23,15,10,12,5,27,9,59,34,139,223,275,77.5,10,12,55,11,0
2013,1,11,13,1,296,170,126,73,54,41,34,53,27,23,8,4,2,14,6,41,39,122,174,216,73,11,9,49,9,0
2013,1,13,11,0,377,226,151,98,62,32,43,47,24,27,19,15,4,38,14,62,30,140,232,273,72.4,12,18,39,6,1
2013,1,12,4,1,353,209,144,73,39,44,43,45,23,22,13,9,0,22,9,53,30,137,211,253,71.7,7,7,41,4,0
2013,1,4,12,0,327,210,117,92,57,26,32,46,22,23,15,11,2,28,11,52,37,142,184,234,71.6,15,14,43,5,1
2013,1,10,7,1,405,216,189,82,53,32,37,50,27,17,12,13,1,26,10,66,41,157,245,300,74.1,5,13,56,13,0
2013,1,7,10,0,371,207,164,97,61,28,24,57,17,27,13,11,4,28,9,57,43,144,225,271,73,15,11,43,7,1
2013,2,15,14,1,350,205,145,94,55,29,34,61,15,23,12,7,3,22,9,52,34,130,219,242,69.1,13,13,42,9,0
